企业代号,quater,进项合计,订单个数,进项负发票个数,供货商个数,销项合计,销项订单个数,销项负发票个数,客户个数,净营业收入,企业名称,信誉评级,是否违约
E18,2019Q1,18242379.680000003,431,7,133,32322950.04,43,0,10,14080570.359999996,***消防工程有限责任公司,1,0
E18,2019Q2,11198229.450000001,569,6,124,20184718.919999998,26,0,3,8986489.469999997,***消防工程有限责任公司,1,0
E18,2019Q3,13229343.610000005,587,1,128,14029738.799999999,18,0,5,800395.1899999939,***消防工程有限责任公司,1,0
E18,2019Q4,16933143.179999996,997,15,148,11867666.51,20,0,9,-5065476.669999996,***消防工程有限责任公司,1,0
E19,2016Q4,9780559.209999999,70,0,18,11597168.39,174,4,70,1816609.1800000016,***科技有限公司,1,0
E19,2017Q1,11337770.120000001,44,0,10,10485097.709999999,138,0,56,-852672.410000002,***科技有限公司,1,0
E19,2017Q2,8055115.18,60,0,16,9088556.119999997,146,3,76,1033440.9399999976,***科技有限公司,1,0
E19,2017Q3,14828770.54,86,0,27,13017090.370000001,174,2,75,-1811680.169999998,***科技有限公司,1,0
E19,2017Q4,22227354.03999999,106,0,37,19707537.62,237,3,87,-2519816.4199999906,***科技有限公司,1,0
E19,2018Q1,15294289.07,117,0,29,19552565.41000001,239,0,90,4258276.340000011,***科技有限公司,1,0
E19,2018Q2,27495634.63,164,0,37,23629527.719999984,298,2,121,-3866106.910000015,***科技有限公司,1,0
E19,2018Q3,20061502.990000002,104,0,28,21895493.479999997,313,24,100,1833990.4899999946,***科技有限公司,1,0
E19,2018Q4,29472194.360000007,249,0,37,24260229.939999994,319,7,108,-5211964.420000013,***科技有限公司,1,0
E19,2019Q1,18647302.069999993,194,3,38,18571122.659999996,285,14,96,-76179.40999999642,***科技有限公司,1,0
E19,2019Q2,13965083.849999998,113,0,25,14937629.160000004,206,2,71,972545.3100000061,***科技有限公司,1,0
E19,2019Q3,15790840.820000002,132,0,43,20508526.340000033,259,4,68,4717685.520000031,***科技有限公司,1,0
E19,2019Q4,5184140.419999999,45,0,14,1864624.22,33,0,21,-3319516.1999999993,***科技有限公司,1,0
E2,2017Q1,7831156.050000003,133,0,51,27088095.37,462,13,165,19256939.32,***技术有限责任公司,1,0
E2,2017Q2,5300334.95,178,0,86,36946704.26,622,11,213,31646369.31,***技术有限责任公司,1,0
E2,2017Q3,7990583.920000001,1024,2,435,32487426.63,608,15,224,24496842.709999997,***技术有限责任公司,1,0
E2,2017Q4,18111260.77,1730,2,659,40650483.19999999,794,67,238,22539222.42999999,***技术有限责任公司,1,0
E2,2018Q1,14894452.349999994,2430,16,814,39751535.160000004,716,20,231,24857082.81000001,***技术有限责任公司,1,0
E2,2018Q2,10166344.050000008,3680,12,819,26726132.15,652,15,224,16559788.09999999,***技术有限责任公司,1,0
E2,2018Q3,10422000.579999994,3494,5,814,27487583.75,651,11,244,17065583.170000006,***技术有限责任公司,1,0
E2,2018Q4,17181601.650000006,3579,3,826,65209145.019999996,1106,25,296,48027543.36999999,***技术有限责任公司,1,0
E2,2019Q1,14286056.219999995,2996,17,727,56997191.02,937,23,239,42711134.80000001,***技术有限责任公司,1,0
E2,2019Q2,9430902.060000012,3366,18,776,44426325.489999995,1141,36,283,34995423.429999985,***技术有限责任公司,1,0
E2,2019Q3,11836318.770000001,3161,20,804,75056311.85999998,1471,38,294,63219993.08999998,***技术有限责任公司,1,0
E2,2019Q4,25703812.419999983,4230,39,882,100536999.86999999,1771,61,357,74833187.45,***技术有限责任公司,1,0
E2,2020Q1,9333132.83000001,1434,22,358,52931700.16,734,23,127,43598567.32999998,***技术有限责任公司,1,0
E20,2016Q4,12877827.729999997,68,0,12,15052489.439999994,141,0,12,2174661.709999997,***贸易有限公司,2,0
E20,2017Q1,7081869.2,51,0,7,6486333.550000002,65,0,3,-595535.6499999985,***贸易有限公司,2,0
E20,2017Q2,12981970.429999998,22,0,8,12263747.30000002,114,0,4,-718223.1299999785,***贸易有限公司,2,0
E20,2017Q3,31498009.2,100,0,14,33378374.16999997,236,0,9,1880364.969999969,***贸易有限公司,2,0
E20,2017Q4,10990652.18,29,1,10,16525970.780000001,21,0,7,5535318.6000000015,***贸易有限公司,2,0
E20,2018Q1,12875639.169999998,107,0,10,6426220.929999999,10,0,4,-6449418.239999999,***贸易有限公司,2,0
E20,2018Q2,4141394.2,47,0,8,11640365.16,12,0,1,7498970.96,***贸易有限公司,2,0
E20,2018Q3,27393967.56000001,167,1,15,28485675.169999998,29,0,5,1091707.6099999882,***贸易有限公司,2,0
E20,2018Q4,22568793.210000012,127,1,19,22692454.05,23,0,2,123660.83999998868,***贸易有限公司,2,0
E20,2019Q1,17353058.900000002,119,0,16,16721968.15,18,0,2,-631090.7500000019,***贸易有限公司,2,0
E20,2019Q2,19450124.330000002,115,0,21,22700841.93,28,0,4,3250717.5999999978,***贸易有限公司,2,0
E20,2019Q3,9011625.14,52,0,11,12556131.22,18,0,3,3544506.08,***贸易有限公司,2,0
E20,2019Q4,16114885.920000002,37,0,9,17191486.949999996,22,0,5,1076601.0299999937,***贸易有限公司,2,0
E21,2016Q4,1305573.56,16,0,8,1202088.75,14,0,4,-103484.81000000006,***建设工程有限公司,2,0
E21,2017Q1,5750007.47,66,0,17,7788803.67,81,0,7,2038796.2000000002,***建设工程有限公司,2,0
E21,2017Q2,219355.06,25,0,9,558773.78,7,0,3,339418.72000000003,***建设工程有限公司,2,0
E21,2017Q3,3735662.7000000007,97,0,46,1991884.1600000001,22,0,3,-1743778.5400000005,***建设工程有限公司,2,0
E21,2017Q4,4057252.3799999985,124,6,55,3205940.0,35,0,14,-851312.3799999985,***建设工程有限公司,2,0
E21,2018Q1,3898170.1699999995,135,0,46,5511706.46,61,0,29,1613536.2900000005,***建设工程有限公司,2,0
E21,2018Q2,4796214.580000001,155,0,72,2634788.06,27,0,16,-2161426.520000001,***建设工程有限公司,2,0
E21,2018Q3,8116540.26,161,1,66,5047910.199999999,53,0,10,-3068630.0600000005,***建设工程有限公司,2,0
E21,2018Q4,22987865.040000003,258,3,85,21571088.85,220,0,8,-1416776.1900000013,***建设工程有限公司,2,0
E21,2019Q1,14341365.16,188,0,72,18907464.6,190,0,24,4566099.440000001,***建设工程有限公司,2,0
E21,2019Q2,14034635.129999999,208,3,60,15936570.59,163,0,24,1901935.460000001,***建设工程有限公司,2,0
E21,2019Q3,19571580.459999993,297,3,96,15338755.75,157,0,80,-4232824.709999993,***建设工程有限公司,2,0
E21,2019Q4,20380538.11,416,6,137,30027071.0,398,46,131,9646532.89,***建设工程有限公司,2,0
E22,2016Q4,1794902.94,40,0,4,1167322.2999999998,22,2,5,-627580.6400000001,***物流有限公司,1,0
E22,2017Q1,2048755.3800000004,42,4,9,3138768.74,58,6,9,1090013.3599999999,***物流有限公司,1,0
E22,2017Q2,5811914.44,86,0,8,2841748.8,38,0,4,-2970165.6400000006,***物流有限公司,1,0
E22,2017Q3,6529116.139999999,130,0,12,6720752.160000002,72,0,6,191636.02000000328,***物流有限公司,1,0
E22,2017Q4,8800205.360000009,110,0,10,6182225.479999999,64,0,7,-2617979.88000001,***物流有限公司,1,0
E22,2018Q1,3560573.939999998,62,0,12,8067532.240000002,92,0,9,4506958.3000000045,***物流有限公司,1,0
E22,2018Q2,5670656.239999999,84,2,13,8912948.9,100,2,8,3242292.660000001,***物流有限公司,1,0
E22,2018Q3,2915298.08,114,0,20,8428035.34,92,0,7,5512737.26,***物流有限公司,1,0
E22,2018Q4,4366789.519999999,134,0,21,7690299.34,86,0,9,3323509.820000001,***物流有限公司,1,0
E22,2019Q1,4595038.060000002,172,6,18,14989099.339999992,164,0,14,10394061.27999999,***物流有限公司,1,0
E22,2019Q2,16029665.780000001,222,6,24,23319437.279999997,250,0,10,7289771.499999996,***物流有限公司,1,0
E22,2019Q3,10527348.340000002,266,0,33,24025498.56000001,254,2,12,13498150.220000008,***物流有限公司,1,0
E22,2019Q4,2239911.72,58,0,14,7402794.94,74,0,6,5162883.220000001,***物流有限公司,1,0
E23,2016Q4,15285576.429999996,113,0,20,17021562.85999998,233,0,30,1735986.4299999848,***贸易有限公司,2,0
E23,2017Q1,21027982.55,297,3,22,21015742.250000004,284,0,41,-12240.29999999702,***贸易有限公司,2,0
E23,2017Q2,18197666.319999993,97,1,26,16786639.410000015,261,0,38,-1411026.9099999778,***贸易有限公司,2,0
E23,2017Q3,14637375.01,465,4,141,14927403.240000002,253,0,47,290028.2300000023,***贸易有限公司,2,0
E23,2017Q4,10130386.049999999,341,2,122,18929617.760000013,283,0,40,8799231.710000014,***贸易有限公司,2,0
E23,2018Q1,18488974.290000003,366,2,142,19204026.14,291,3,40,715051.8499999978,***贸易有限公司,2,0
E23,2018Q2,15381132.729999999,551,8,193,17452009.839999992,303,8,44,2070877.1099999938,***贸易有限公司,2,0
E23,2018Q3,14753569.129999995,480,5,173,13379315.079999996,254,3,43,-1374254.0499999989,***贸易有限公司,2,0
E23,2018Q4,13551646.230000006,491,13,180,19250853.82,299,0,57,5699207.589999994,***贸易有限公司,2,0
E23,2019Q1,23485489.900000006,491,2,149,17435302.260000017,301,8,50,-6050187.639999989,***贸易有限公司,2,0
E23,2019Q2,18810546.540000007,518,11,168,17708536.79000001,322,5,46,-1102009.7499999963,***贸易有限公司,2,0
E23,2019Q3,13795388.730000002,475,15,144,14638466.790000001,266,5,53,843078.0599999987,***贸易有限公司,2,0
E23,2019Q4,3449012.22,117,8,73,4295116.289999998,91,2,37,846104.069999998,***贸易有限公司,2,0
E24,2017Q1,2929857.84,9,0,3,4263384.01,42,0,2,1333526.17,***建筑工程有限公司,1,0
E24,2017Q2,3979335.2300000004,37,1,11,6222800.0,59,0,3,2243464.7699999996,***建筑工程有限公司,1,0
E24,2017Q3,2808734.69,47,5,15,4113500.0,39,0,1,1304765.31,***建筑工程有限公司,1,0
E24,2017Q4,2063424.84,30,1,19,5121442.63,53,0,7,3058017.79,***建筑工程有限公司,1,0
E24,2018Q1,6410443.65,74,0,25,9892604.49,100,0,8,3482160.84,***建筑工程有限公司,1,0
E24,2018Q2,6953907.640000001,131,0,53,12740913.51,128,1,10,5787005.869999999,***建筑工程有限公司,1,0
E24,2018Q3,8757698.67,252,0,85,18641882.43,186,0,11,9884183.76,***建筑工程有限公司,1,0
E24,2018Q4,10691661.27,206,0,72,16525983.32,171,0,12,5834322.050000001,***建筑工程有限公司,1,0
E24,2019Q1,10006941.470000004,258,3,73,12501473.3,133,0,13,2494531.8299999963,***建筑工程有限公司,1,0
E24,2019Q2,7397102.519999997,210,2,80,18280514.57,214,11,14,10883412.050000004,***建筑工程有限公司,1,0
E24,2019Q3,11391203.729999999,259,0,78,19639849.810000002,203,0,12,8248646.080000004,***建筑工程有限公司,1,0
E24,2019Q4,10924859.820000002,369,1,105,19346021.09,225,12,19,8421161.269999998,***建筑工程有限公司,1,0
E24,2020Q1,1915498.0399999998,122,3,59,6958083.670000001,85,4,16,5042585.630000001,***建筑工程有限公司,1,0
E25,2017Q2,170495.0,12,0,7,1367272.5,57,2,25,1196777.5,***通讯设备有限公司,3,0
E25,2017Q3,551051.59,33,0,22,922151.5,63,1,33,371099.91000000003,***通讯设备有限公司,3,0
E25,2017Q4,647069.0,33,0,22,4409024.9,109,1,56,3761955.9000000004,***通讯设备有限公司,3,0
E25,2018Q1,1063849.2499999998,145,1,62,4104480.0,58,1,36,3040630.75,***通讯设备有限公司,3,0
E25,2018Q2,719621.02,171,1,83,2931188.3999999994,64,1,35,2211567.3799999994,***通讯设备有限公司,3,0
E25,2018Q3,1490525.94,148,0,70,6066073.64,71,1,28,4575547.699999999,***通讯设备有限公司,3,0
E25,2018Q4,1422811.25,162,1,91,9289499.3,87,0,39,7866688.050000001,***通讯设备有限公司,3,0
E25,2019Q1,320407.4199999999,144,0,65,1545247.96,59,0,31,1224840.54,***通讯设备有限公司,3,0
E25,2019Q2,171175.26,157,0,80,5778655.5,62,2,30,5607480.24,***通讯设备有限公司,3,0
E25,2019Q3,1268325.49,156,1,78,4004310.0,65,1,29,2735984.51,***通讯设备有限公司,3,0
E25,2019Q4,2056417.42,189,2,93,2269189.33,104,12,43,212771.91000000015,***通讯设备有限公司,3,0
E25,2020Q1,122440.23000000001,41,0,33,1146703.0,15,0,6,1024262.77,***通讯设备有限公司,3,0
E26,2016Q4,377237.94,15,0,9,15801.0,1,0,1,-361436.94,***金属材料有限公司,1,0
E26,2017Q1,2337389.2500000005,29,0,12,1230186.0,14,0,2,-1107203.2500000005,***金属材料有限公司,1,0
E26,2017Q2,3155654.6299999994,50,1,10,3951350.96,43,0,3,795696.3300000005,***金属材料有限公司,1,0
E26,2017Q3,3233968.8,87,0,33,3458479.22,37,1,10,224510.4200000004,***金属材料有限公司,1,0
E26,2017Q4,4658523.649999999,81,0,31,4875765.0,51,0,7,217241.35000000056,***金属材料有限公司,1,0
E26,2018Q1,4172923.51,66,0,26,3130788.0,33,0,8,-1042135.5099999998,***金属材料有限公司,1,0
E26,2018Q2,1834333.46,41,0,14,1616087.3499999999,21,0,6,-218246.1100000001,***金属材料有限公司,1,0
E26,2018Q3,2923875.5900000003,95,0,21,2962309.94,35,1,9,38434.34999999963,***金属材料有限公司,1,0
E26,2018Q4,4547023.699999999,79,0,22,5112168.15,51,0,8,565144.4500000011,***金属材料有限公司,1,0
E26,2019Q1,5913309.510000002,64,0,30,7302515.78,72,0,7,1389206.2699999986,***金属材料有限公司,1,0
E26,2019Q2,4368969.459999999,64,0,15,3906574.83,39,0,6,-462394.62999999896,***金属材料有限公司,1,0
E26,2019Q3,4080296.740000001,58,0,12,3842056.29,40,0,7,-238240.45000000112,***金属材料有限公司,1,0
E26,2019Q4,1041904.2799999999,29,0,16,1024988.3,13,0,4,-16915.979999999865,***金属材料有限公司,1,0
E27,2016Q4,1406393.3800000001,47,0,24,1340780.8699999999,29,0,15,-65612.51000000024,***农业开发有限公司,1,0
E27,2017Q1,3593247.869999998,111,2,27,3918571.19,94,0,28,325323.32000000216,***农业开发有限公司,1,0
E27,2017Q2,1374455.33,70,1,30,1858054.4100000004,67,0,24,483599.0800000003,***农业开发有限公司,1,0
E27,2017Q3,2721435.14,130,8,54,2264853.0500000003,85,0,30,-456582.08999999985,***农业开发有限公司,1,0
E27,2017Q4,3271798.380000001,158,7,64,3343849.1799999992,120,0,38,72050.79999999842,***农业开发有限公司,1,0
E27,2018Q1,3912674.7300000014,172,0,62,3561507.83,86,0,29,-351166.9000000013,***农业开发有限公司,1,0
E27,2018Q2,3591075.4900000007,186,1,60,3968363.4499999997,125,1,36,377287.95999999903,***农业开发有限公司,1,0
E27,2018Q3,3312733.64,200,0,58,3423158.5400000005,119,1,49,110424.90000000037,***农业开发有限公司,1,0
E27,2018Q4,5993489.87,239,0,68,4967266.4399999995,123,1,43,-1026223.4300000006,***农业开发有限公司,1,0
E27,2019Q1,4482077.360000001,266,1,87,5422123.07,115,3,39,940045.709999999,***农业开发有限公司,1,0
E27,2019Q2,4483427.079999999,285,0,90,4566955.820000001,146,4,59,83528.74000000209,***农业开发有限公司,1,0
E27,2019Q3,6358702.330000001,368,1,120,5165036.79,149,7,63,-1193665.540000001,***农业开发有限公司,1,0
E27,2019Q4,4388163.589999999,243,1,97,4859245.86,131,7,42,471082.2700000014,***农业开发有限公司,1,0
E28,2017Q1,10730.0,2,0,2,502700.0,1,0,1,491970.0,***景观工程有限公司,2,0
E28,2017Q3,118792.14,6,0,6,1199988.0,12,0,1,1081195.86,***景观工程有限公司,2,0
E28,2017Q4,1922.0,4,0,4,1592099.17,17,0,2,1590177.17,***景观工程有限公司,2,0
E28,2018Q1,315391.02,5,0,4,6270272.07,46,0,3,5954881.050000001,***景观工程有限公司,2,0
E28,2018Q3,29177.82,7,0,5,1931165.1900000002,21,0,2,1901987.37,***景观工程有限公司,2,0
E28,2018Q4,280827.48,30,0,16,6222168.180000001,66,0,3,5941340.700000001,***景观工程有限公司,2,0
E28,2019Q1,282329.11,14,0,10,3500000.0,35,0,1,3217670.89,***景观工程有限公司,2,0
E28,2019Q2,48961.0,8,0,4,4054000.0,41,0,2,4005039.0,***景观工程有限公司,2,0
E28,2019Q3,40528.2,13,0,11,6131148.78,64,0,4,6090620.58,***景观工程有限公司,2,0
E28,2019Q4,282005.5,59,0,18,11772110.2,118,0,2,11490104.7,***景观工程有限公司,2,0
E28,2020Q1,4089.2,8,0,5,6877483.41,70,0,3,6873394.21,***景观工程有限公司,2,0
E29,2017Q4,6056.469999999999,10,0,7,13551059.319999995,137,0,1,13545002.849999994,***建筑劳务有限公司,3,1
E29,2018Q3,2118.0,8,0,2,300000.0,3,0,1,297882.0,***建筑劳务有限公司,3,1
E29,2018Q4,2945.0,11,0,1,7799640.68,78,0,2,7796695.68,***建筑劳务有限公司,3,1
E29,2019Q1,570.0,2,0,1,2000000.0,20,0,1,1999430.0,***建筑劳务有限公司,3,1
E29,2019Q2,280.0,1,0,1,604300.0,6,0,1,604020.0,***建筑劳务有限公司,3,1
E29,2019Q4,3589.9700000000003,3,0,2,13581575.97,133,0,3,13577986.0,***建筑劳务有限公司,3,1
E3,2017Q1,3052031.4299999992,153,3,61,157484948.98999983,2520,442,78,154432917.55999982,***电子(中国)有限公司***分公司,3,0
E3,2017Q2,4084562.4799999995,186,0,78,57624874.03000001,1160,401,60,53540311.55000001,***电子(中国)有限公司***分公司,3,0
E3,2017Q3,3876526.750000001,309,0,108,39057532.45999991,1886,391,60,35181005.70999991,***电子(中国)有限公司***分公司,3,0
E3,2017Q4,8878332.31,320,0,119,47540425.26999996,2362,428,65,38662092.959999956,***电子(中国)有限公司***分公司,3,0
E3,2018Q1,4041179.9800000004,292,1,111,53920866.23000002,1713,276,47,49879686.250000015,***电子(中国)有限公司***分公司,3,0
E3,2018Q2,3267233.42,391,0,132,52261665.76999992,2383,274,50,48994432.34999992,***电子(中国)有限公司***分公司,3,0
E3,2018Q3,5485178.46,421,2,124,35209616.36999994,1845,330,45,29724437.909999937,***电子(中国)有限公司***分公司,3,0
E3,2018Q4,3694313.440000001,371,7,111,41524242.98000001,2247,414,45,37829929.540000014,***电子(中国)有限公司***分公司,3,0
E3,2019Q1,3355484.88,387,0,119,60738677.200000025,2044,282,36,57383192.32000002,***电子(中国)有限公司***分公司,3,0
E3,2019Q2,5162509.599999999,511,4,162,36347073.68999999,1329,370,45,31184564.089999992,***电子(中国)有限公司***分公司,3,0
E3,2019Q3,3585485.1399999983,471,6,141,25885893.959999993,1786,333,50,22300408.819999997,***电子(中国)有限公司***分公司,3,0
E3,2019Q4,4976767.74,453,3,145,36117369.899999954,1976,328,47,31140602.15999995,***电子(中国)有限公司***分公司,3,0
E3,2020Q1,719746.89,102,0,49,17357091.850000005,437,137,35,16637344.960000005,***电子(中国)有限公司***分公司,3,0
E30,2017Q3,1822365.72,84,1,29,4382747.240000005,41,0,1,2560381.520000005,***建筑工程有限公司,2,0
E30,2017Q4,785456.87,39,0,16,8568401.090000013,80,0,2,7782944.220000013,***建筑工程有限公司,2,0
E30,2018Q1,1656557.68,45,0,26,13473250.24000002,125,0,3,11816692.560000021,***建筑工程有限公司,2,0
E30,2018Q2,407677.6,41,0,16,9294517.020000013,88,0,5,8886839.420000013,***建筑工程有限公司,2,0
E30,2018Q3,1136677.75,38,0,15,9735442.720000012,97,0,5,8598764.970000012,***建筑工程有限公司,2,0
E30,2018Q4,3709980.1599999997,61,0,14,3444137.870000001,35,0,3,-265842.28999999864,***建筑工程有限公司,2,0
E30,2019Q1,5806744.49,86,0,13,7660732.910000011,71,0,3,1853988.420000011,***建筑工程有限公司,2,0
E30,2019Q2,101986.29999999999,18,0,8,4004987.530000001,39,0,2,3903001.2300000014,***建筑工程有限公司,2,0
E30,2019Q3,5213816.02,87,0,28,4281059.270000002,44,0,3,-932756.7499999972,***建筑工程有限公司,2,0
E30,2019Q4,3518833.7699999996,238,1,82,13263245.92000002,127,0,2,9744412.15000002,***建筑工程有限公司,2,0
E31,2017Q1,1023574.54,19,0,4,2947172.32,177,0,52,1923597.7799999998,***食品有限公司,1,0
E31,2017Q2,1010696.9700000001,20,0,4,3744476.45,205,0,62,2733779.48,***食品有限公司,1,0
E31,2017Q3,305271.12,13,0,7,4568747.68,235,1,72,4263476.56,***食品有限公司,1,0
E31,2017Q4,565661.9,25,0,13,3822212.6200000006,221,1,58,3256550.7200000007,***食品有限公司,1,0
E31,2018Q1,281527.98,40,0,23,3648609.9400000004,187,0,51,3367081.9600000004,***食品有限公司,1,0
E31,2018Q2,167862.05,29,0,16,3534527.6999999997,191,1,56,3366665.65,***食品有限公司,1,0
E31,2018Q3,112630.0,28,0,14,5336215.669999999,249,1,66,5223585.669999999,***食品有限公司,1,0
E31,2018Q4,247303.40000000002,52,1,25,4201422.02,211,0,70,3954118.6199999996,***食品有限公司,1,0
E31,2019Q1,302823.19,54,0,22,4851572.84,191,1,56,4548749.649999999,***食品有限公司,1,0
E31,2019Q2,221015.82,24,0,19,3546170.5300000003,172,0,61,3325154.7100000004,***食品有限公司,1,0
E31,2019Q3,215520.84,28,0,18,6367786.91,205,0,60,6152266.07,***食品有限公司,1,0
E31,2019Q4,456351.70999999996,45,0,24,6440390.97,212,0,60,5984039.26,***食品有限公司,1,0
E31,2020Q1,148968.06000000006,27,0,17,1262543.3,45,1,32,1113575.24,***食品有限公司,1,0
E32,2017Q2,360.0,2,0,2,2927000.0,30,0,2,2926640.0,***建筑劳务有限公司,2,0
E32,2017Q3,71615.0,38,0,24,7000000.0,70,0,1,6928385.0,***建筑劳务有限公司,2,0
E32,2017Q4,46623.5,65,0,27,613500.0,9,0,2,566876.5,***建筑劳务有限公司,2,0
E32,2018Q1,221957.42,146,1,46,3000000.0,30,0,1,2778042.58,***建筑劳务有限公司,2,0
E32,2018Q2,183596.96,263,5,43,1800000.0,18,0,1,1616403.04,***建筑劳务有限公司,2,0
E32,2018Q3,145819.89999999994,254,0,53,2148472.2,23,0,3,2002652.3000000003,***建筑劳务有限公司,2,0
E32,2018Q4,574763.87,372,0,50,2117273.08,27,2,3,1542509.21,***建筑劳务有限公司,2,0
E32,2019Q1,374979.7500000001,475,0,63,10109008.0,102,0,4,9734028.25,***建筑劳务有限公司,2,0
E32,2019Q2,271347.0299999999,439,0,67,1000000.0,10,0,1,728652.9700000001,***建筑劳务有限公司,2,0
E32,2019Q3,223994.74,399,0,60,5700000.0,57,0,2,5476005.26,***建筑劳务有限公司,2,0
E32,2019Q4,427517.55,358,0,68,8040000.0,81,0,2,7612482.45,***建筑劳务有限公司,2,0
E33,2017Q2,9421557.170000002,115,5,21,9236593.620000001,109,0,17,-184963.55000000075,***园林有限责任公司,2,0
E33,2017Q3,6733938.64,105,1,40,5381001.340000001,93,13,15,-1352937.2999999989,***园林有限责任公司,2,0
E33,2017Q4,7103119.23,109,0,38,12572201.37,143,1,19,5469082.139999999,***园林有限责任公司,2,0
E33,2018Q1,12111752.52,197,0,54,12163619.100000001,139,0,25,51866.58000000194,***园林有限责任公司,2,0
E33,2018Q2,6740106.31,111,2,37,5246867.289999999,64,0,13,-1493239.0200000005,***园林有限责任公司,2,0
E33,2018Q3,1946632.46,79,1,31,3231920.08,47,0,17,1285287.62,***园林有限责任公司,2,0
E33,2018Q4,7963200.529999998,121,0,42,6620593.129999999,76,0,13,-1342607.3999999994,***园林有限责任公司,2,0
E33,2019Q1,5398373.890000001,106,4,36,7622598.770000001,86,0,11,2224224.880000001,***园林有限责任公司,2,0
E33,2019Q2,2416298.54,42,0,23,1702581.56,22,0,8,-713716.98,***园林有限责任公司,2,0
E33,2019Q3,2077368.8,32,1,18,2782297.4699999997,38,0,9,704928.6699999997,***园林有限责任公司,2,0
E33,2019Q4,3841971.4899999998,63,0,32,3695042.630000001,50,0,12,-146928.85999999894,***园林有限责任公司,2,0
E33,2020Q1,3890436.579999999,53,0,19,4185079.8,45,0,7,294643.22000000067,***园林有限责任公司,2,0
E34,2016Q4,219345.5,11,0,5,211580.71999999997,5,1,2,-7764.780000000028,***建设工程有限公司,2,0
E34,2017Q1,456853.02000000014,26,0,7,1964250.98,23,0,6,1507397.96,***建设工程有限公司,2,0
E34,2017Q2,590239.99,15,2,7,15535444.219999999,161,1,6,14945204.229999999,***建设工程有限公司,2,0
E34,2017Q3,1248269.15,47,1,24,2866840.6799999997,33,0,11,1618571.5299999998,***建设工程有限公司,2,0
E34,2017Q4,2864257.7800000003,62,3,24,17189152.48,179,1,9,14324894.7,***建设工程有限公司,2,0
E34,2018Q1,1107489.96,68,0,23,2717518.5200000005,33,0,18,1610028.5600000005,***建设工程有限公司,2,0
E34,2018Q2,678386.4900000001,62,0,27,4207898.45,9,0,2,3529511.96,***建设工程有限公司,2,0
E34,2018Q3,1735946.4200000002,85,1,40,3271681.41,8,0,6,1535734.99,***建设工程有限公司,2,0
E34,2018Q4,2535977.76,151,2,50,7378086.1,31,0,6,4842108.34,***建设工程有限公司,2,0
E34,2019Q1,2035117.3199999998,230,1,81,1975162.8,14,0,4,-59954.519999999786,***建设工程有限公司,2,0
E34,2019Q2,1608222.6299999994,229,1,88,2176033.79,14,0,6,567811.1600000006,***建设工程有限公司,2,0
E34,2019Q3,10973692.56,428,8,152,7075870.72,45,0,7,-3897821.840000001,***建设工程有限公司,2,0
